Key,French
Npc7/RandomConvo_020_Intro_002,<shy>Je devrais peut-être parler davantage aux gens !
Npc7/RandomConvo_021_Intro_000,Le lait de <animalName> est absolument incroyable.
Npc7/RandomConvo_021_Intro_001,Et il est si bon !
Npc7/RandomConvo_021_Intro_002,<pumped>Ce truc te fera des os en béton !
Npc7/RandomConvo_022_Intro_000,<pumped> Les oeufs de <animalName> sont énormes !
Npc7/RandomConvo_022_Intro_001,<yes>Un seul suffit à nourrir une famille entière à <SouthCity>.
Npc7/RandomConvo_022_Intro_002,<yes>C'est pour ça que les gens sont prêts à en acheter un max de <Dink>.
Npc7/RandomConvo_022_Intro_003,<thinking>Même s'ils sont très fragiles et difficiles à transporter.
Npc7/RandomConvo_023_Intro_000,<shocked>Les <animalName>s peuvent cracher du feu, tu sais ?
Npc7/RandomConvo_023_Intro_001,<pumped>Ils ont un sac dans le fond de la gorge qui peut éjecter un liquide inflammable !
Npc7/RandomConvo_023_Intro_002,<thinking>Pas certain de savoir comment ils l'allument, par contre.
Npc7/RandomConvo_023_Intro_003,<yes>Ils peuvent faire peur, c'est vrai, mais je pense que ce sont de belles bêtes, à leur façon.
Npc7/RandomConvo_024_Intro_000,<yes>Les cornes de <animalName> valent une fortune à <SouthCity>.
Npc7/RandomConvo_024_Intro_001,<no>Les gens friqués aiment s'en servir comme poignée de porte.
Npc7/RandomConvo_024_Intro_002,<no>Plutôt répugnant, si tu veux mon avis.
Npc7/RandomConvo_024_Intro_003,<yes>Elles sont bien mieux à rester sur leurs crânes !
Npc7/RandomConvo_025_Intro_000,Le seul insecte que j'apprécie est l'humble <inventoryItem>.
Npc7/RandomConvo_025_Intro_001,<glee>En plus d'être mignonnes, elles font du miel.
Npc7/RandomConvo_025_Intro_002,<haha>Quel délice, venant d'un insecte !
Npc7/RandomConvo_026_Intro_000,Les <animalName> sont de drôles de bestioles, tu ne crois pas ?
Npc7/RandomConvo_026_Intro_001,<haha>Ils sont lents même quand ils essaient d'être rapides.
Npc7/RandomConvo_026_Intro_002,Ces petits gars me font rire quand ils courent !
Npc7/RandomConvo_027_Intro_000,Les <animalName> ont un chant des plus sublimes, tu ne trouves pas ?
Npc7/RandomConvo_027_Intro_001,<glee>Ces petites gars chantent avec toute leur coeur. 
Npc7/RandomConvo_027_Intro_002,<thinking>Je ne crois pas avoir entendu quoique ce soit semblable auparavant, pour être honnête.
Npc7/RandomConvo_028_Intro_000,Eh, <PlayerName>, merci d'être un si bon ami.
Npc7/RandomConvo_028_Intro_001,<glee>T'es un sacré numéro, tu sais ?
Npc7/RandomConvo_029_Intro_000,T'es un bon ami, <PlayerName>.
Npc7/RandomConvo_029_Intro_001,Je suis si heureux d'être venu à <IslandName>.
Npc7/RandomConvo_029_Intro_002,<yes>Je pense que ma vie a vraiment changé pour le mieux après t'avoir rencontré.
Npc7/RandomConvo_030_Intro_000,Je n'ai jamais eu un ami comme toi avant, <PlayerName>.
Npc7/RandomConvo_030_Intro_001,<yes>J'veux dire, j'ai déjà eu de bons potes qui étaient des animaux.
Npc7/RandomConvo_030_Intro_002,<shy>Mais c'est toujours sympa d'avoir un copain qui peut me répondre.
Npc7/RandomConvo_031_Intro_000,<yes>Je suis en permanence ETONNE par tout ce que les animaux peuvent faire.
Npc7/RandomConvo_031_Intro_001,<worried>La Nature peut se montrer cruelle parfois, voire vicieuse.
Npc7/RandomConvo_031_Intro_002,<no>Mais JAMAIS ennuyeuse !
Npc7/RandomConvo_032_Intro_000,
Npc7/RandomConvo_033_Intro_000,Les animaux n'ont rien fait pour mérité les <Shifts>...
Npc7/RandomConvo_033_Intro_001,Ils vivaient leur vie de leur côté pendant que les gens foutaient tout en l'air.
Npc7/RandomConvo_033_Intro_002,<no>C'est triste de voir les autres payer pour les erreurs des autres…
Npc7/RandomConvo_033_Intro_003,<no>Le truc, c'est que je ne pense pas que les gens de <SouthCity> sachent ce qu'ils loupent.
Npc7/RandomConvo_033_Intro_004,<pumped>S'ils voyaient tout ce qu'il y a ici, ils en seraient soufflés, je dois avouer !
Npc7/RandomConvo_034_Intro_000,<thinking>J'aimerais tout avoir à un seul endroit, un jour.
Npc7/RandomConvo_034_Intro_001,T'imagines un peu, <PlayerName> ?
Npc7/RandomConvo_034_Intro_002,Des animaux des quatre coins du monde, réunis dans un seul lieu !
Npc7/RandomConvo_034_Intro_003,Pas derrière des vitres ou enfermés ou je ne sais quoi… On leur ferait des enclos avec des environnements adaptés.
Npc7/RandomConvo_034_Intro_004,Ils auraient toute la place qu'ils voudraient ET toute la nourriture qu'ils aiment.
Npc7/RandomConvo_034_Intro_005,<yes>Tout le monde aimerait voir ça.
Npc7/RandomConvo_034_Intro_006,J'avoue que tout le monde prendrait bien plus soin de la Nature s'ils voyaient à quel point elle est belle.
Npc7/RandomConvo_035_Intro_000,
Npc7/RandomConvo_036_Intro_000,
Npc7/RandomConvo_037_Intro_000,
Npc7/RandomConvo_038_Intro_000,
Npc7/RandomConvo_039_Intro_000,
Npc7/TownMention_Level_001_Intro_000,<IslandName> est bien partie pour devenir un endroit merveilleux !
Npc7/TownMention_Level_001_Intro_001,<yes>Tu peux être très fier de toi, <PlayerName>.
Npc7/TownMention_Level_001_Intro_002,<glee>J'espère que tu continues tes efforts !
Npc7/TownMention_Level_002_Intro_000,<IslandName> est de mieux en mieux, et c'est grâce à ton travail, <PlayerName> !
Npc7/TownMention_Level_002_Intro_001,<glee>Merci beaucoup !
Npc7/TownMention_Level_003_Intro_000,Honnêtement, mon pote !
Npc7/TownMention_Level_003_Intro_001,Est-ce que je t'ai déjà à quel point <IslandName> est belle dernièrement ?
Npc7/TownMention_Level_003_Intro_002,<pumped>C'est évident que tu as mis du coeur à l'ouvrage pour que la ville s'embellisse, et elle est absolument magnifique, mon pote !
Npc7/TownMention_Level_004_Intro_000,<IslandName> est resplendissante grâce à toi, <PlayerName>.
Npc7/TownMention_Level_004_Intro_001,C'est fou de repenser à tout ce qui a changé dans cette ville.
Npc7/TownMention_Level_004_Intro_002,Je la reconnais à peine.
Npc7/TownMention_Level_004_Intro_003,<glee>Qu'est-ce que j'aime cet endroit !
Npc7/WantToBuyAnimalNoCoop_Intro_000,Oh! C'est un <buyItemName>.
Npc7/WantToBuyAnimalNoCoop_Intro_001,N'est-elle pas mignonne ?
Npc7/WantToBuyAnimalNoCoop_Intro_002,Si tu as une maison pour elle, elle est à toi pour <buyItemPrice>..
Npc7/WantToBuyAnimalNoCoop_Option_000,Je la prends!
Npc7/WantToBuyAnimalNoCoop_Option_001,Non merci.
Npc7/WantToBuyAnimalNoCoop_Response_000_000,Ah, super ! <pumped> 
Npc7/WantToBuyAnimalNoCoop_Response_000_001,Mais tu n'as pas de poulailler de libre pour elle !
Npc7/WantToBuyAnimalNoCoop_Response_000_002,Une <buyItemName> comme elle a besoin d'un poulailler pour se mettre à l'abri. <yes>
Npc7/WantToBuyAnimalNoCoop_Response_000_003,Fabrique-lui une maison et mets-la quelque part. Une fois que ça sera fait, reviens me voir et on reparlera. <yes> 
Npc7/WantToBuyAnimalNoCoop_Response_001_000,Ne t'en fais pas ! Je suis sûr qu'on lui trouvera bientôt une maison ! <yes>
Npc7/WantToBuyAnimalNoMoney_Intro_000,Oh! C'est un <buyItemName>.
Npc7/WantToBuyAnimalNoMoney_Intro_001,N'est-elle pas mignonne ?
Npc7/WantToBuyAnimalNoMoney_Intro_002,Si tu as une maison pour elle, elle est à toi pour <buyItemPrice>.
Npc7/WantToBuyAnimalNoMoney_Option_000,Je la prends!
Npc7/WantToBuyAnimalNoMoney_Option_001,Non merci.
Npc7/WantToBuyAnimalNoMoney_Response_000_000,Ah super ! <pumped> 
Npc7/WantToBuyAnimalNoMoney_Response_000_001,Attends un peu, tu n'as pas assez d'argent… <shy>
Npc7/WantToBuyAnimalNoMoney_Response_000_002,Si tu peux en réunir assez, elle sera ici à t'attendre toute la journée !
Npc7/WantToBuyAnimalNoMoney_Response_001_000,Ne t'en fais pas ! Je suis sûr qu'on lui trouvera bientôt une maison ! <yes> 

Npc8/Gossip_About_NPC_000_Intro_000,Juste entre toi et moi...'
Npc8/Gossip_About_NPC_000_Intro_001,<yes>J'ai entendu que <NPCName> faisait pousser ses cheveux elle-même.
Npc8/Gossip_About_NPC_000_Intro_002,
Npc8/HairDresserConvo_Intro_000,Bienvenue !
Npc8/HairDresserConvo_Intro_001,Seriez-vous intéressé par une petite coupe ?
Npc8/HairDresserConvo_Option_000,Oui, avec plaisir !
Npc8/HairDresserConvo_Option_001,Je voulais discuter.
Npc8/HairDresserConvo_Option_002,Non merci.
Npc8/HairDresserConvo_Response_000_000,Asseyez, je vous prie.
Npc8/HairDresserConvo_Response_002_000,
Npc8/HairDresserInSeatConv_Intro_000,Bien, que pouvons-nous faire avec votre “touffe”, aujourd'hui ? <haha>
Npc8/HairDresserInSeatConv_Intro_001,Une nouvelle coupe ou une nouvelle couleur coûte 5000<sprite=11>.
Npc8/HairDresserInSeatConv_Option_000,Une nouvelle coupe !
Npc8/HairDresserInSeatConv_Option_001,Une nouvelle couleur !
Npc8/HairDresserInSeatConv_Option_002,J'ai changé d'avis.
Npc8/HairDresserInSeatConv_Response_000_000,Très bien ! C'est parti !
Npc8/HairDresserInSeatConv_Response_001_000,Très bien ! C'est parti !
Npc8/HairDresserInSeatConv_Response_002_000,
Npc8/Introduction_008_Intro_000,Eh, salut, je m'appelle <myName>.
Npc8/Introduction_008_Intro_001,<glee>Je suis coiffeuse.
Npc8/Introduction_008_Intro_002,<shy>Je débute, par contre.
Npc8/Introduction_008_Intro_003,<glee>Je n'ai rien contre un peu plus d'entraînement, donc si vous voulez une coupe…
Npc8/RandomConvo_000_Intro_000,Ma famille n'a jamais laissé approcher de leurs cheveux.
Npc8/RandomConvo_000_Intro_001,<no>Ils disaient que je pouvais toujours m'entraîner sur autre chose que leurs cheveux.
Npc8/RandomConvo_000_Intro_002,<haha>A croire qu'ils ne savaient pas qu'il faut souffrir pour être beau ?
Npc8/RandomConvo_001_Intro_000,<thinking>A l'époque où j'étudiais pour être chef, je me coupais toujours les doigts.
Npc8/RandomConvo_001_Intro_001,<haha>Je ne suis juste pas doué avec tout ce qui coupe !
Npc8/RandomConvo_002_Intro_000,J'ai travaillé dans les mines de <SouthCity> pendant quelques années…
Npc8/RandomConvo_002_Intro_001,<yes>Je coupais les cheveux de mes amis quand on était tout au fond.
Npc8/RandomConvo_002_Intro_002,Tout le monde disait qu'ils aimaient ce que je faisais…
Npc8/RandomConvo_002_Intro_003,<boohoo>Jusqu'à ce qu'on remonte à la lumière du jour…
Npc8/RandomConvo_003_Intro_000,<shy>J'ai tendance à trembler quand je deviens nerveuse.
Npc8/RandomConvo_003_Intro_001,<shy>Je veux dire, ça ne poserait pas problème si je ne stressais pas lorsque je coupe les cheveux !
Npc8/RandomConvo_004_Intro_000,<yes>Les cheveux sont un peu les habits de la nature.
Npc8/RandomConvo_004_Intro_001,<glee>Et comme les habits, la manière dont vous les arrangez exprime votre personnalité !
Npc8/RandomConvo_005_Intro_000,<thinking>Je pense à me teindre les cheveux.
Npc8/RandomConvo_005_Intro_001,<no>Si seulement je connaissais un coiffeur…
Npc8/RandomConvo_005_Intro_002,<shocked>Attends une minute !
Npc8/RandomConvo_006_Intro_000,<yes>Je suis plutôt contente de moi dernièrement, <PlayerName>.
Npc8/RandomConvo_006_Intro_001,<proud>Je n'ai pas coupé l'oreille de quelqu'un ou autre chose depuis que je suis sur <IslandName>.
Npc8/RandomConvo_007_Intro_000,<thinking>Avant d'être coiffeuse, j'étais toiletteuse pour animaux.
Npc8/RandomConvo_007_Intro_001,<glee> C'est là que j'ai appris mes meilleures coupes et mes plus beaux styles !
Npc8/RandomConvo_007_Intro_002,<yes>Ils sont incroyables et novateurs, tant que personne ne me les redemande.
Npc8/RandomConvo_008_Intro_000,Vous avez déjà essayé l'art topiaire ?
Npc8/RandomConvo_008_Intro_001,<yes>Vous devez vraiment essayer si vous en avez l'occasion.
Npc8/RandomConvo_008_Intro_002,<haha>C'est terriblement amusant et les plantes ne se plaignent pas si l'on se rate !
Npc8/RandomConvo_009_Intro_000,<yes>J'ai eu beaucoup d'emplois avant de m'arrêter sur coiffeuse.
Npc8/RandomConvo_009_Intro_001,<yes>Mes parents me disaient de faire ce en quoi j'étais doué.
Npc8/RandomConvo_009_Intro_002,<proud>Mais je me suis dit que c'était bien trop facile !
Npc8/RandomConvo_010_Intro_000,<thinking> Eh, <PlayerName>, je pensais prendre un apprenti…
Npc8/RandomConvo_010_Intro_001,Peut-être qu'il pourrait m'apprendre un truc ou deux ?
Npc8/RandomConvo_011_Intro_000,<yes>Ce qu'il y a de mieux avec les cheveux, c'est qu'ils repoussent. Donc on peut toujours retenté le coup !
Npc8/RandomConvo_011_Intro_001,<shy>Non pas que ce soit obligé ! Mais c'est sympa de se dire qu'on a un plan B.
Npc8/RandomConvo_011_Intro_002,Mais, vous avez déjà pensé à devenir chauve, <PlayerName> ?
Npc8/RandomConvo_012_Intro_000,<proud>Je suis, sans conteste, la meilleure coiffeuse de <IslandName>.
Npc8/RandomConvo_012_Intro_001,<haha>Je veux dire, en vrai, il n'y a pas photo !
Npc8/RandomConvo_013_Intro_000,<glee>Je fais quelque chose de spécial aujourd'hui !
Npc8/RandomConvo_013_Intro_001,<pumped>Une remise de 50% !
Npc8/RandomConvo_013_Intro_002,…
Npc8/RandomConvo_013_Intro_003,<shy>A plein tarif, par contre.
Npc8/RandomConvo_014_Intro_000,<yes>Certains de mes meilleurs clients me paient pour que je ne leur coupe PAS les cheveux.
Npc8/RandomConvo_014_Intro_001,<glee>Qu'ils sont choux.
Npc8/RandomConvo_015_Intro_000,<pumped>Toute ma vie, on a essayé de me retirer le moindre objet coupant des mains, mais regarde-moi aujourd'hui !
Npc8/RandomConvo_015_Intro_001,<haha>Je suis ma propre patronne !
Npc8/RandomConvo_015_Intro_002,<dance>Les ciseaux pour la vie !
Npc8/RandomConvo_015_Intro_003,<shy>Je suis tellement, tellement désolée, <PlayerName>. Je ne sais pas ce qui m'a pris.
Npc8/RandomConvo_016_Intro_000,Les gens de <SouthCity> choisissaient généralement des coupes de cheveux ennuyeuses.
Npc8/RandomConvo_016_Intro_001Is,<yes>Alors il est agréable de faire quelque chose de différent ici sur <landName>.
Npc8/RandomConvo_017_Intro_000,<proud>Je suis la meilleure aux puzzles.
Npc8/RandomConvo_017_Intro_001,<pumped>Donnez-moi deux pièces et je peux les assembler sans problème !
Npc8/RandomConvo_018_Intro_000,<thinking>Je pense qu'un <animalName> ferait un excellent coiffeur.
Npc8/RandomConvo_018_Intro_001,<yes>Avec leurs dents pointues et dentelées et leur attitude tenace, ils ont toutes les qualités requises.
Npc8/RandomConvo_018_Intro_002,<worried>J'espère vraiment que l'un d'entre eux n'ouvrira pas un magasin dans le coin, sinon je n'aurais plus rien à faire !
Npc8/RandomConvo_019_Intro_000,<no>Ne laissez jamais personne vous dire que vous ne pouvez pas faire quelque chose.
Npc8/RandomConvo_019_Intro_001,<no>Même si vous n'avez aucune des compétences, ou si vous êtes mal adapté, ou si vous êtes physiquement incapable, cela n'a pas d'importance !
Npc8/RandomConvo_019_Intro_002,

Npc9/Ask if has Another donation_Intro_000,Y a-t-il autre chose que je puisse faire pour vous aider ?
Npc9/Ask if has Another donation_Option_000,J'ai un autre don.
Npc9/Ask if has Another donation_Option_001,C'est tout !
Npc9/Ask if has Another donation_Response_000_000,Oh? Qu'avez-vous obtenu?
Npc9/Ask if has Another donation_Response_001_000,Merci encore <PlayerName>.
Npc9/EmptyNoPhoto_Intro_000,
Npc9/EmptyWithPhoto_Intro_000,C'est un de nos cadres photo vides.
Npc9/EmptyWithPhoto_Intro_001,Oh! Avez-vous une photo que nous pourrions mettre ici?
Npc9/EmptyWithPhoto_Option_000,Oui !
Npc9/EmptyWithPhoto_Option_001,Non.
Npc9/EmptyWithPhoto_Response_000_000,Super ! Montrez-moi ce que vous voulez mettre ici.
Npc9/EmptyWithPhoto_Response_001_000,Eh bien, si vous prenez une belle photo et que vous voulez montrer. S'il vous plaît, amenez-la !
Npc9/FullPhotoWithPhoto_Intro_000,Oh ! Quelle merveilleuse photo c'est !
Npc9/FullPhotoWithPhoto_Intro_001,<getPhotoDetails>
Npc9/FullPhotoWithPhoto_Intro_002,Si vous avez une autre photo que vous voulez placer ici, faites-le moi savoir !
Npc9/FullPhotoWithPhoto_Option_000,J'ai une autre photo !
Npc9/FullPhotoWithPhoto_Option_001,Non merci.
Npc9/FullPhotoWithPhoto_Response_000_000,Super ! Nous sommes toujours à la recherche de nouvelles expositions.
Npc9/FullPhotoWithPhoto_Response_001_000,Phew. J'aime beaucoup celui-ci.
Npc9/Introduction_009_Intro_000,<worried>Oh, désolé.
Npc9/Introduction_009_Intro_001,<shy>Je ne pense pas m'être présenté... Je me laisse un peu emporter parfois.
Npc9/Introduction_009_Intro_002,<proud>Je suis <myName>.
Npc9/Introduction_009_Intro_003,<glee>J'aimerais ouvrir un musée ici sur <IslandName>.
Npc9/Introduction_009_Intro_004,Nous pourrions le remplir avec toutes les choses intéressantes que l'on trouve ici à <IslandName>!
Npc9/Introduction_009_Intro_005,Alors s'il vous plaît, parlez à Fletch de la construction du musée le plus tôt possible !
Npc9/MuseumKeeperConvo_Intro_000,Bienvenue au musée !
Npc9/MuseumKeeperConvo_Intro_001,Que puis-je faire pour vous?
Npc9/MuseumKeeperConvo_Option_000,J'aimerais faire un don.
Npc9/MuseumKeeperConvo_Option_001,Je veux discuter.
Npc9/MuseumKeeperConvo_Option_002,Laissez tomber.
Npc9/MuseumKeeperConvo_Response_000_000,OH ! Qu'est-ce que vous m'avez apporté ?
Npc9/MuseumKeeperConvo_Response_002_000,Je vous en prie, jetez un coup d'oeil.
Npc9/NoItemsGiven_Intro_000,Oh, rien à donner alors ? C'est pas grave !
Npc9/NoItemsGiven_Intro_001,<sigh>Bien que vous ayez fait naître des espoirs en moi…
Npc9/RandomConvo_000_Intro_000,<thinking>Les musées sont très importants pour la société.
Npc9/RandomConvo_000_Intro_001,Imaginez si nous gardions tous les vieux trucs là où nous les avons trouvés ?
Npc9/RandomConvo_000_Intro_002,<worried>Il y en aurait partout !
Npc9/RandomConvo_000_Intro_003,<shocked>Quel enfer !
Npc9/RandomConvo_001_Intro_000,<Yes>J'ai vraiment apprécié de documenter toutes les nouvelles espèces sur cette île.
Npc9/RandomConvo_001_Intro_001,<glee>Pour tout vous dire, classer la documentation est presque aussi agréable !
Npc9/RandomConvo_002_Intro_000,<worried>Les poissons et les insectes sont très intéressants, mais je n'aime pas vraiment les toucher...
Npc9/RandomConvo_002_Intro_001,<yes> Mais ça va.
Npc9/RandomConvo_002_Intro_002,<proud>Après tout, les éléments d'un musée sont faits pour être regardés, pas pour être touchés.
Npc9/RandomConvo_003_Intro_000,<thinking>Je me demandais s'il y avait un moyen de cataloguer de l'air ?
Npc9/RandomConvo_003_Intro_001,Seriez-vous intéressé par une exposition d'air <PLayerName> ?
Npc9/RandomConvo_003_Option_000,Bien sûr !
Npc9/RandomConvo_003_Option_001,Pas vraiment
Npc9/RandomConvo_003_Response_000_000,<glee>Tu vois, j'avais le sentiment que tu étais aussi un tête en l'air !
Npc9/RandomConvo_003_Response_000_001,Je vais demander en ville et voir si je peux trouver d'autres personnes intéressées !<glee>
Npc9/RandomConvo_003_Response_001_000,<sigh>Ah, c'est dommage. J'avais déjà rassemblé un tas de spécimens dans quelques bocaux...
Npc9/RandomConvo_004_Intro_000,<thinking>La paperasse peut prendre beaucoup de temps.
Npc9/RandomConvo_004_Intro_001,<haha>Mais on dit que le temps passe vite quand on s'amuse !
Npc9/RandomConvo_005_Intro_000,<yes>Si vous avez déjà pris une belle photo et que vous voulez la montrer, venez l'exposer au musée.
Npc9/RandomConvo_005_Intro_001,<yes>Ne vous inquiétez pas, je remplirai la paperasse nécessaires pour vous !
Npc9/RandomConvo_005_Intro_002,<glee>Ce serait avec grand plaisir !
Npc9/RandomConvo_006_Intro_000,<proud>C'est génial d'avoir un guichet unique pour regarder toutes les choses intéressantes ici.
Npc9/RandomConvo_006_Intro_001,Quoi ?
Npc9/RandomConvo_006_Intro_002,<shocked>la quincaillerie de John ?
Npc9/RandomConvo_006_Intro_003,<no>Non, non, non.
Npc9/RandomConvo_006_Intro_004,<angry>Je voulais parler du musée !
Npc9/RandomConvo_007_Intro_000,<glee>Il y a tellement de nouvelles espèces à étudier ici sur <IslandName> !
Npc9/RandomConvo_007_Intro_001,<worried>Oh non !
Npc9/RandomConvo_007_Intro_002,<no>Je ne dis pas que je vais les disséquer !
Npc9/RandomConvo_007_Intro_003,<proud>Ici au musée de <IslandName>,nous étudions seulement en observant !
Npc9/RandomConvo_008_Intro_000,<thinking>Imaginez si nous pouvions prendre tout ce qui se trouve sur <IslandName> et le mettre dans un musée !
Npc9/RandomConvo_008_Intro_001,<proud>Ainsi, lorsque les gens voudront voir certaines expositions, ils pourront se rendre dans l'aile en question !
Npc9/RandomConvo_009_Intro_000,Étudier les choses, c'est mon travail.
Npc9/RandomConvo_009_Intro_001,<yes>J'ai plein d'autres loisirs.
Npc9/RandomConvo_009_Intro_002,<glee>Par exemple, pendant mon temps libre, j'aime parler de toutes les choses que j'ai étudiées.
Npc9/RandomConvo_010_Intro_000,<thinking>Je pense qu'un jour nous verrons un Musée des Musées.
Npc9/RandomConvo_010_Intro_001,<yes>Vraiment le summum de la société.
Npc9/RandomConvo_010_Intro_002,Toutes ces connaissances, toutes ces expositions, toute cette paperasse !
Npc9/RandomConvo_010_Intro_003,<glee>C'est tellement beau.
Npc9/RandomConvo_011_Intro_000,<thinking>J'aimerais voyager davantage à l'avenir.
Npc9/RandomConvo_011_Intro_001,<no>Tant que je n'aurais pas à me déplacer, bien sûr.
Npc9/RandomConvo_011_Intro_002,<pumped>Nous pourrions voir des expositions du monde entier et les ramener ici, à <IslandName>!
Npc9/RandomConvo_012_Intro_000,<no>Je ne sors pas très souvent.
Npc9/RandomConvo_012_Intro_001,<worried>Ce n'est pas assez ordonné dehors, ça m'angoisse un peu.
Npc9/RandomConvo_012_Intro_002,<worried>Toutes ces plantes, ces gens, ces animaux qui vadrouillent en faisant ce que bon leur semble !
Npc9/RandomConvo_012_Intro_003,<shocked>Le chaos !
Npc9/RandomConvo_013_Intro_000,<thinking>Il y a tant de manières d'organiser les choses, de les regrouper entre elles.
Npc9/RandomConvo_013_Intro_001,<yes>Jouer avec ça peut-être très stimulant.
Npc9/RandomConvo_013_Intro_002,<pumped>Souvent, je me balade et je réarrange tout par ordre alphabétique, puis par taille, et parfois, même, par odeur !
Npc9/RandomConvo_013_Intro_003,<yes>Cette dernière est très facile à faire, puisque tout sent le désinfectant, comme il se doit !
Npc9/RandomConvo_014_Intro_000,<shy>Souvent, j'aime grimper sur un présentoir vide et faire semblant que JE fais partie de l'exposition.
Npc9/RandomConvo_014_Intro_001,<haha>Je suis un parfait candidat, car je n'essaie jamais de prendre la fuite/
Npc9/RandomConvo_015_Intro_000,<shy>Parfois, je reste parfaitement immobile et fait comme si j'étais une statue.
Npc9/RandomConvo_015_Intro_001,<haha>Ça me fait sentir marbr-eilleux !
Npc9/RandomConvo_015_Intro_002,Un petit exemple d'humour de musée, <PlayerName>., 
Npc9/RandomConvo_016_Intro_000,<thinking>Ce doit être bien d'être observé toute la journée.
Npc9/RandomConvo_016_Intro_001,<worried>Je ne pense pas que je supporterais tant d'attention, par contre.
Npc9/RandomConvo_016_Intro_002,<thinking>Quoique, si les gens se mettait en queue bien ordonnée, cela me ferait moins peur, peut-être ?
Npc9/RandomConvo_017_Intro_000,<yes>J'adore la musique.
Npc9/RandomConvo_017_Intro_001,<no>Je n'en écoute pas, bien évidemment, c'est bien trop bruyant.
Npc9/RandomConvo_017_Intro_002,Mais il y a tant de façons de les ranger et de les arranger.
Npc9/RandomConvo_017_Intro_003,<thinking>Tu peux organiser par artiste, genre, longueur, pulsation par minute…
Npc9/RandomConvo_017_Intro_004,<glee>Tant de possibilités.
Npc9/RandomConvo_018_Intro_000,<glee>Quelle magnifique journée !
Npc9/RandomConvo_018_Intro_001,<yes>Un temps parfait pour rester à l' intérieur et étudier !
Npc9/RandomConvo_019_Intro_000,<glee>J'aime l'odeur du papier frais.
Npc9/RandomConvo_019_Intro_001,<yes>Tout bien rangé, aligné et prêt à l'usage.
Npc9/RandomConvo_019_Intro_002,<pumped>Souvent, je me sens mal d'écrire dessus mais nous avons du travail important à faire ici.
Npc9/RandomConvo_019_Intro_003,<yes>Ça en vaut la peine du coup !
Npc9/RandomConvo_020_Intro_000,Quel est l'intérêt que quoi que ce soit n'arrive si personne n'est là pour l'enregistrer ?
Npc9/RandomConvo_020_Intro_001,<yes>Eh, <PlayerName>, si un arbre tombe dans les alentours, je vous remercie de m'en informer.
Npc9/Thank you_Intro_000,Merci! Ça à l'air sympa là-haut, non ? 
Npc9/allItemsAreNew_Intro_000,<shocked>Seigneur ! Un <donationName> ! 
Npc9/allItemsAreNew_Intro_001,<shy>Notre collection manque actuellement d'un <donationName>; 
Npc9/allItemsAreNew_Intro_002,Seriez-vous prêt à nous en faire don ? 
Npc9/allItemsAreNew_Option_000,Prends-le!
Npc9/allItemsAreNew_Option_001,En fait… 
Npc9/allItemsAreNew_Response_000_000,<glee> Votre générosité est remarquable! 
Npc9/allItemsAreNew_Response_000_001,Je vous en prie, acceptez ce <donationReward> en signe de gratitude !
Npc9/allItemsAreNew_Response_001_000,Oh, je vais vous le rendre dans ce cas. 
Npc9/allItemsAreNew_Response_001_001,Si vous changez d'avis, n'hésitez pas à revenir. 

Player/ConfirmDeedNotServer_Intro_000,Ce permis est pour mon île.
Player/ConfirmDeedNotServer_Intro_001,Je devrais probablement le placer là.
Player/ConfirmDeedPlacement_Intro_000,Est-ce un bon endroit pour <currentItemInHand>?
Player/ConfirmDeedPlacement_Option_000,Oui
Player/ConfirmDeedPlacement_Option_001,Non
Player/ConstructionBoxFull_Intro_000,Tous les matériaux sont réunis. 
Player/ConstructionBoxFull_Intro_001,La construction commencera demain
Player/ConstructionBoxOnceCompleted_Intro_000,Tous les matériaux de construction nécessaires ont été déposés !
Player/ConstructionBoxOnceCompleted_Intro_001,La construction peut commencer demain.
Player/ConstructionBox_Needs Items_Intro_000,Les matériaux de construction sont nécessaires pour commencer la construction.
Player/ConstructionBox_Needs Items_Intro_001,Dois-je placer des matériaux de construction à l'intérieur ?
Player/ConstructionBox_Needs Items_Option_000,Placer les matériaux
Player/ConstructionBox_Needs Items_Option_001,Laissez tomber.
Player/InventoryFullBugOrFish_Intro_000,Mes poches sont pleines…
Player/InventoryFullBugOrFish_Intro_001,Dois-je échanger quelque chose pour faire de la place pour <itemName>?
Player/InventoryFullBugOrFish_Option_000,Oui.
Player/InventoryFullBugOrFish_Option_001,Non.
Player/TeleCallerDoesn'tWork_Intro_000,
Player/Telebox Once Completed_Intro_000,On dirait que ça a marché !
Player/Telebox Once Completed_Intro_001,Qu'est-ce qui se passe ensuite ?
Player/TeleboxNeedsItems_Intro_000,Ce truc a l'air cassé. Il manque des pièces. 
Player/TeleboxNeedsItems_Intro_001,Dois-je mettre quelque chose à l'intérieur ?
Player/TeleboxNeedsItems_Option_000,Placer les matériaux
Player/TeleboxNeedsItems_Option_001,Laissez tomber.

Randomised/Afternoon_Greeting 0_Intro_000,Le soleil se couche.
Randomised/Afternoon_Greeting 0_Response_003_000,<thinking>Eh bien, on dirait que ça a été une bonne journée!
Randomised/Afternoon_Greeting 1_Intro_000,J'adore les couchers de soleil ! Cette lueur orange réchauffe mon âme !
Randomised/Afternoon_Greeting 1_Response_003_000,<Glee>Passez un bon après-midi !
Randomised/Afternoon_Greeting 2_Intro_000,Bon après-midi, <PlayerName>!
